turno;nacionalidade;uf;codigo;nome;cargo;totalVotos;numeroCandidatoMaisVotado;totalVotosCandidatoMaisVotado;% do total de votos;Faixa;Candidato;Cor
2;Brasil;pi;10553;CONCEIÇÃO DO CANINDÉ;presidente;3144;13;2776;88,30%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10561;SÃO LOURENÇO DO PIAUÍ;presidente;3507;13;3233;92,19%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10570;CORRENTE;presidente;14054;13;10628;75,62%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;10588;VÁRZEA BRANCA;presidente;3141;13;2875;91,53%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10596;CRISTALÂNDIA DO PIAUÍ;presidente;3757;13;3196;85,07%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10600;BARRA D'ALCÂNTARA;presidente;2339;13;2042;87,30%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10618;CRISTINO CASTRO;presidente;5319;13;4411;82,93%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;10626;BELA VISTA DO PIAUÍ;presidente;2762;13;2607;94,39%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10634;CURIMATÁ;presidente;5951;13;4983;83,73%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10642;BREJO DO PIAUÍ;presidente;2743;13;2508;91,43%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10650;DEMERVAL LOBÃO;presidente;8640;13;6833;79,09%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;10669;BOA HORA;presidente;4272;13;3642;85,25%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10677;DOM EXPEDITO LOPES;presidente;4744;13;3949;83,24%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10685;DOM INOCÊNCIO;presidente;5135;13;4696;91,45%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10693;ELESBÃO VELOSO;presidente;8773;13;7653;87,23%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10707;CAPITÃO GERVÁSIO OLIVEIRA;presidente;2788;13;2667;95,66%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10715;ELISEU MARTINS;presidente;2558;13;1974;77,17%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;10723;CAMPO GRANDE DO PIAUÍ;presidente;3746;13;3402;90,82%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10731;ESPERANTINA;presidente;21085;13;15553;73,76%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;10740;CAMPO LARGO DO PIAUÍ;presidente;3459;13;2870;82,97%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;10758;FLORES DO PIAUÍ;presidente;2869;13;2475;86,27%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10766;CURRAIS;presidente;3774;13;3284;87,02%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10774;FLORIANO;presidente;32070;13;24011;74,87%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;10782;GEMINIANO;presidente;4465;13;3879;86,88%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10790;FRANCINÓPOLIS;presidente;2891;13;2558;88,48%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10804;GUARIBAS;presidente;2938;13;2879;97,99%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10812;FRANCISCO AYRES;presidente;2895;13;2493;86,11%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10820;ILHA GRANDE;presidente;5952;13;4885;82,07%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;10839;FRANCISCO SANTOS;presidente;5149;13;4242;82,38%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;10847;JUREMA;presidente;3455;13;3034;87,81%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10855;FRONTEIRAS;presidente;6724;13;5603;83,33%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10863;LAGOA DE SÃO FRANCISCO;presidente;3793;13;3379;89,09%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10871;GILBUÉS;presidente;5396;13;4538;84,10%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10880;MORRO CABEÇA NO TEMPO;presidente;2469;13;2256;91,37%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10898;GUADALUPE;presidente;5824;13;4730;81,22%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;10901;NOVO SANTO ANTÔNIO;presidente;2849;13;2511;88,14%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10910;HUGO NAPOLEÃO;presidente;2713;13;2204;81,24%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;10928;NOSSA SENHORA DE NAZARÉ;presidente;3825;13;3388;88,58%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10936;INHUMA;presidente;8776;13;7387;84,17%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10944;PAQUETÁ;presidente;2883;13;2565;88,97%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10952;IPIRANGA DO PIAUÍ;presidente;5405;13;4837;89,49%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10960;NOVA SANTA RITA;presidente;2865;13;2685;93,72%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10979;ISAÍAS COELHO;presidente;4524;13;4246;93,85%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;10987;SÃO JOÃO DO ARRAIAL;presidente;5113;13;3666;71,70%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;10995;ITAINÓPOLIS;presidente;6961;13;6014;86,40%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11010;ITAUEIRA;presidente;6158;13;4986;80,97%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11037;JAICÓS;presidente;9441;13;8220;87,07%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11053;JERUMENHA;presidente;3135;13;2628;83,83%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11070;JOAQUIM PIRES;presidente;8317;13;6557;78,84%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11088;SÃO JOÃO DA CANABRAVA;presidente;3251;13;2868;88,22%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11096;JOSÉ DE FREITAS;presidente;25244;13;21909;86,79%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11118;LANDRI SALES;presidente;3047;13;2604;85,46%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11134;LUIS CORREIA;presidente;18035;13;14659;81,28%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11150;LUZILÂNDIA;presidente;13805;13;10839;78,52%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11177;MANOEL EMÍDIO;presidente;3195;13;2687;84,10%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11193;MARCOS PARENTE;presidente;2695;13;1965;72,91%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11215;MATIAS OLÍMPIO;presidente;5917;13;4836;81,73%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11231;MIGUEL ALVES;presidente;17179;13;14530;84,58%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11258;MIGUEL LEÃO;presidente;1009;13;731;72,45%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11274;MONSENHOR GIL;presidente;7361;13;6058;82,30%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11290;MONSENHOR HIPÓLITO;presidente;4947;13;4190;84,70%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11312;MONTE ALEGRE DO PIAUÍ;presidente;5910;13;5063;85,67%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11339;NAZARÉ DO PIAUÍ;presidente;4429;13;4042;91,26%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11355;NOSSA SENHORA DOS REMÉDIOS;presidente;5670;13;4597;81,08%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11371;NOVO ORIENTE DO PIAUÍ;presidente;3745;13;3389;90,49%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11398;OEIRAS;presidente;20551;13;17087;83,14%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11410;DOMINGOS MOURÃO;presidente;2571;13;2255;87,71%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11436;PADRE MARCOS;presidente;4327;13;3766;87,03%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11452;PAES LANDIM;presidente;2661;13;1944;73,06%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11479;PALMEIRA DO PIAUÍ;presidente;3133;13;2565;81,87%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11495;PALMEIRAIS;presidente;8496;13;7351;86,52%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11517;PARNAGUÁ;presidente;5147;13;4537;88,15%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11533;PARNAÍBA;presidente;78910;13;49323;62,51%;50 a 67%;Haddad;Haddad (50 a 67%)
2;Brasil;pi;11550;PAULISTANA;presidente;11653;13;10068;86,40%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11576;PEDRO II;presidente;21748;13;17051;78,40%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11592;PICOS;presidente;40156;13;30013;74,74%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11614;PIMENTEIRAS;presidente;6407;13;5179;80,83%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11630;PIO IX;presidente;10441;13;9309;89,16%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11657;PIRACURUCA;presidente;16935;13;13153;77,67%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11673;PIRIPIRI;presidente;35190;13;26562;75,48%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11690;PORTO;presidente;5892;13;5140;87,24%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11711;PRATA DO PIAUÍ;presidente;2208;13;1964;88,95%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11738;REDENÇÃO DO GURGUÉIA;presidente;4513;13;3568;79,06%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11754;REGENERAÇÃO;presidente;9680;13;8554;88,37%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11770;RIBEIRO GONÇALVES;presidente;3485;13;2582;74,09%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11797;RIO GRANDE DO PIAUÍ;presidente;3724;13;3275;87,94%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11819;SANTA CRUZ DO PIAUÍ;presidente;4160;13;3505;84,25%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11835;SANTA FILOMENA;presidente;3416;13;2753;80,59%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11851;SANTA LUZ;presidente;3391;13;2620;77,26%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11878;SANTO ANTÔNIO DE LISBOA;presidente;3973;13;3375;84,95%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11894;SANTO INÁCIO DO PIAUÍ;presidente;2432;13;2034;83,63%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;11916;SÃO FÉLIX DO PIAUÍ;presidente;2348;13;1828;77,85%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11932;SÃO FRANCISCO DO PIAUÍ;presidente;4020;13;2838;70,60%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11959;SÃO GONÇALO DO PIAUÍ;presidente;3258;13;2435;74,74%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11975;SÃO JOÃO DA SERRA;presidente;4431;13;3637;82,08%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;11991;SÃO JOÃO DO PIAUÍ;presidente;11038;13;9233;83,65%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12009;SÃO JOÃO DA FRONTEIRA;presidente;3360;13;2919;86,88%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12017;SÃO JOSÉ DO PEIXE;presidente;2175;13;1895;87,13%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12025;SÃO JOÃO DA VARJOTA;presidente;2868;13;2605;90,83%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12033;SÃO JOSÉ DO PIAUÍ;presidente;4305;13;3693;85,78%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12041;SEBASTIÃO BARROS;presidente;2844;13;2433;85,55%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12050;SÃO JULIÃO;presidente;3969;13;2871;72,34%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;12068;SEBASTIÃO LEAL;presidente;2862;13;1972;68,90%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;12076;SÃO MIGUEL DO TAPUIO;presidente;10402;13;9062;87,12%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12084;ALVORADA DO GURGUÉIA;presidente;2951;13;2572;87,16%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12092;SÃO PEDRO DO PIAUÍ;presidente;7811;13;6130;78,48%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;12106;ASSUNÇÃO DO PIAUÍ;presidente;4581;13;4053;88,47%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12114;SÃO RAIMUNDO NONATO;presidente;18219;13;15701;86,18%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12122;BETÂNIA DO PIAUÍ;presidente;3971;13;3696;93,07%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12130;SIMÕES;presidente;8268;13;7179;86,83%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12149;BOQUEIRÃO DO PIAUÍ;presidente;3759;13;3346;89,01%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12157;SIMPLÍCIO MENDES;presidente;6892;13;5844;84,79%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12165;CARIDADE DO PIAUÍ;presidente;3295;13;2911;88,35%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12173;SOCORRO DO PIAUÍ;presidente;2803;13;2362;84,27%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12181;CURRAL NOVO DO PIAUÍ;presidente;3127;13;2907;92,96%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12190;TERESINA;presidente;436448;13;273796;62,73%;50 a 67%;Haddad;Haddad (50 a 67%)
2;Brasil;pi;12203;JÚLIO BORGES;presidente;3192;13;2832;88,72%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12211;UNIÃO;presidente;26844;13;21387;79,67%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;12220;LAGOA DO SÍTIO;presidente;2931;13;2586;88,23%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12238;URUÇUÍ;presidente;12067;13;8495;70,40%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;12246;MILTON BRANDÃO;presidente;4177;13;3241;77,59%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;12254;VALENÇA DO PIAUÍ;presidente;11701;13;9302;79,50%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;12262;PAJEÚ DO PIAUÍ;presidente;2232;13;1870;83,78%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12270;VÁRZEA GRANDE;presidente;2619;13;2180;83,24%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12289;PAVUSSU;presidente;2638;13;2462;93,33%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12297;DIRCEU ARCOVERDE;presidente;4240;13;3935;92,81%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12300;RIACHO FRIO;presidente;2901;13;2586;89,14%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12319;ALAGOINHA DO PIAUÍ;presidente;4659;13;3735;80,17%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;12327;ACAUÃ;presidente;4624;13;4196;90,74%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12335;BELÉM DO PIAUÍ;presidente;2205;13;1970;89,34%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12343;CAJAZEIRAS DO PIAUÍ;presidente;2267;13;2026;89,37%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12351;CAMPO ALEGRE DO FIDALGO;presidente;3267;13;3034;92,87%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12360;COCAL DE TELHA;presidente;3081;13;2836;92,05%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12378;FRANCISCO MACEDO;presidente;1971;13;1748;88,69%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12386;JOÃO COSTA;presidente;2344;13;2156;91,98%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12394;JATOBÁ DO PIAUÍ;presidente;4239;13;3677;86,74%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12408;JOCA MARQUES;presidente;3260;13;2861;87,76%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12416;JUAZEIRO DO PIAUÍ;presidente;3833;13;3179;82,94%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;12424;LAGOA DO PIAUÍ;presidente;3195;13;2571;80,47%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;12432;LAGOINHA DO PIAUÍ;presidente;1959;13;1680;85,76%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12440;MADEIRO;presidente;4436;13;3872;87,29%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12459;MORRO DO CHAPÉU DO PIAUÍ;presidente;3707;13;3108;83,84%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12467;MASSAPÊ DO PIAUÍ;presidente;4092;13;3833;93,67%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12475;MURICI DOS PORTELAS;presidente;4192;13;3534;84,30%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12483;OLHO D'ÁGUA DO PIAUÍ;presidente;1745;13;1467;84,07%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12491;PEDRO LAURENTINO;presidente;1913;13;1629;85,15%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12505;SÃO FRANCISCO DE ASSIS DO PIAUÍ;presidente;3359;13;2846;84,73%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12513;SUSSUAPARA;presidente;4922;13;4164;84,60%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12521;TANQUE DO PIAUÍ;presidente;1701;13;1448;85,13%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12530;TAMBORIL DO PIAUÍ;presidente;1881;13;1655;87,99%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12548;VILA NOVA DO PIAUÍ;presidente;2156;13;1810;83,95%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12556;VERA MENDES;presidente;2430;13;2243;92,30%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12564;WALL FERRAZ;presidente;2831;13;2284;80,68%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;12572;CAJUEIRO DA PRAIA;presidente;4920;13;4107;83,48%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12580;CURRALINHOS;presidente;3185;13;2777;87,19%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12599;PORTO ALEGRE DO PIAUÍ;presidente;1368;13;1114;81,43%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;12602;RIBEIRA DO PIAUÍ;presidente;2502;13;2315;92,53%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12610;SÃO GONÇALO DO GURGUÉIA;presidente;1528;13;1224;80,10%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;12629;SÃO LUIS DO PIAUÍ;presidente;1808;13;1603;88,66%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12637;FLORESTA DO PIAUÍ;presidente;1734;13;1576;90,89%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12653;SANTO ANTÔNIO DOS MILAGRES;presidente;1316;13;1140;86,63%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12661;SÃO MIGUEL DA BAIXA GRANDE;presidente;1663;13;1263;75,95%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;12670;CARAÚBAS DO PIAUÍ;presidente;3481;13;2723;78,22%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;12688;CAXINGÓ;presidente;3835;13;3266;85,16%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12696;COCAL DOS ALVES;presidente;3943;13;3579;90,77%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12700;SÃO MIGUEL DO FIDALGO;presidente;1835;13;1678;91,44%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12718;PAU D'ARCO DO PIAUÍ;presidente;3459;13;2971;85,89%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pi;12726;NAZÁRIA;presidente;7979;13;6494;81,39%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pi;12734;AROEIRAS DO ITAIM;presidente;2807;13;2414;86,00%;83 a 100%;Haddad;Haddad (83 a 100%)
2;Brasil;pr;74004;GODOY MOREIRA;presidente;2054;13;1240;60,37%;50 a 67%;Haddad;Haddad (50 a 67%)
2;Brasil;pr;74012;ABATIÁ;presidente;4513;17;2746;60,85%;50 a 67%;Bolsonaro;Bolsonaro (50 a 67%)
2;Brasil;pr;74020;IBEMA;presidente;3515;17;1828;52,01%;50 a 67%;Bolsonaro;Bolsonaro (50 a 67%)
2;Brasil;pr;74039;ADRIANÓPOLIS;presidente;3707;13;2251;60,72%;50 a 67%;Haddad;Haddad (50 a 67%)
2;Brasil;pr;74047;LINDOESTE;presidente;3617;13;2157;59,64%;50 a 67%;Haddad;Haddad (50 a 67%)
2;Brasil;pr;74055;AGUDOS DO SUL;presidente;5462;17;3692;67,59%;67 a 83%;Bolsonaro;Bolsonaro (67 a 83%)
2;Brasil;pr;74063;OURO VERDE DO OESTE;presidente;3619;17;2331;64,41%;50 a 67%;Bolsonaro;Bolsonaro (50 a 67%)
2;Brasil;pr;74071;ALMIRANTE TAMANDARÉ;presidente;52607;17;35436;67,36%;67 a 83%;Bolsonaro;Bolsonaro (67 a 83%)
2;Brasil;pr;74080;SANTA TEREZA DO OESTE;presidente;6799;17;4134;60,80%;50 a 67%;Bolsonaro;Bolsonaro (50 a 67%)
2;Brasil;pr;74098;ALTO PARANÁ;presidente;7366;17;4467;60,64%;50 a 67%;Bolsonaro;Bolsonaro (50 a 67%)
2;Brasil;pr;74101;ANAHY;presidente;1963;17;1085;55,27%;50 a 67%;Bolsonaro;Bolsonaro (50 a 67%)
2;Brasil;pr;74110;ALTO PIQUIRI;presidente;5581;17;2808;50,31%;50 a 67%;Bolsonaro;Bolsonaro (50 a 67%)
2;Brasil;pr;74128;ÂNGULO;presidente;1956;17;1378;70,45%;67 a 83%;Bolsonaro;Bolsonaro (67 a 83%)
2;Brasil;pr;74136;ALVORADA DO SUL;presidente;5342;17;3323;62,21%;50 a 67%;Bolsonaro;Bolsonaro (50 a 67%)
2;Brasil;pr;74144;BOA ESPERANÇA DO IGUAÇU;presidente;1811;13;1227;67,75%;67 a 83%;Haddad;Haddad (67 a 83%)
2;Brasil;pr;74152;AMAPORÃ;presidente;3012;13;1538;51,06%;50 a 67%;Haddad;Haddad (50 a 67%)
2;Brasil;pr;74160;BOM SUCESSO DO SUL;presidente;2349;17;1450;61,73%;50 a 67%;Bolsonaro;Bolsonaro (50 a 67%)
2;Brasil;pr;74179;AMPÉRE;presidente;10726;13;5949;55,46%;50 a 67%;Haddad;Haddad (50 a 67%)
2;Brasil;pr;74187;BRASILÂNDIA DO SUL;presidente;2240;13;1155;51,56%;50 a 67%;Haddad;Haddad (50 a 67%)
2;Brasil;pr;74195;ANDIRÁ;presidente;12137;17;7969;65,66%;50 a 67%;Bolsonaro;Bolsonaro (50 a 67%)
2;Brasil;pr;74209;CAFEZAL DO SUL;presidente;2898;17;1841;63,53%;50 a 67%;Bolsonaro;Bolsonaro (50 a 67%)
2;Brasil;pr;74217;ANTONINA;presidente;10911;17;7761;71,13%;67 a 83%;Bolsonaro;Bolsonaro (67 a 83%)
2;Brasil;pr;74225;CANDÓI;presidente;8649;13;5171;59,79%;50 a 67%;Haddad;Haddad (50 a 67%)
2;Brasil;pr;74233;ANTONIO OLINTO;presidente;4909;17;2672;54,43%;50 a 67%;Bolsonaro;Bolsonaro (50 a 67%)
2;Brasil;pr;74241;CRUZEIRO DO IGUAÇU;presidente;2679;13;1537;57,37%;50 a 67%;Haddad;Haddad (50 a 67%)
2;Brasil;pr;74250;APUCARANA;presidente;69688;17;54081;77,60%;67 a 83%;Bolsonaro;Bolsonaro (67 a 83%)
2;Brasil;pr;74268;DIAMANTE DO SUL;presidente;2173;13;1165;53,61%;50 a 67%;Haddad;Haddad (50 a 67%)
2;Brasil;pr;74276;ARAPONGAS;presidente;62321;17;51988;83,42%;83 a 100%;Bolsonaro;Bolsonaro (83 a 100%)
2;Brasil;pr;74284;ENTRE RIOS DO OESTE;presidente;2697;17;2062;76,46%;67 a 83%;Bolsonaro;Bolsonaro (67 a 83%)
2;Brasil;pr;74292;ARAPOTI;presidente;14314;17;10621;74,20%;67 a 83%;Bolsonaro;Bolsonaro (67 a 83%)
2;Brasil;pr;74306;FAROL;presidente;2143;17;1176;54,88%;50 a 67%;Bolsonaro;Bolsonaro (50 a 67%)
2;Brasil;pr;74314;ARARUNA;presidente;7935;17;5162;65,05%;50 a 67%;Bolsonaro;Bolsonaro (50 a 67%)
